0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,label
0.33868915,0.44030282,0.7971876,0.72974074,0.56040055,0.6764063,0.5743619,0.73447585,0.6033275,0.758617,0.6243656,0.47770676,0.55029017,0.6208673,0.6072662,0.6537196,0.63678306,0.45611992,0.47143948,0.6078724,0.608273,0.70594686,0.6226539,0.6193898,0.5731211,0.5501966,0.6573474,0.66327095,0.6320214,0.5401995,0.72556466,0.77239555,0.6490007,0.67845535,0.572437,0.52628976,0
0.35208687,0.4397131,0.7801521,0.71716046,0.53110254,0.6457403,0.51861566,0.7828987,0.5612533,0.75765395,0.61740917,0.5608596,0.52087086,0.5861849,0.5239025,0.7186488,0.63399106,0.34980997,0.53750384,0.5540414,0.6001901,0.7141058,0.59736264,0.59796023,0.50488013,0.62232286,0.5896997,0.6599922,0.64882916,0.5005741,0.7488367,0.7910839,0.6010366,0.70699036,0.51193607,0.49778998,0
0.35247305,0.42211998,0.76962334,0.72997135,0.5609483,0.6460193,0.49373347,0.7173319,0.6049274,0.693131,0.5504527,0.42031935,0.5388791,0.61713904,0.54968286,0.5851909,0.6088551,0.44428936,0.4403512,0.52604544,0.5608513,0.68995976,0.5912306,0.54779184,0.48977545,0.56715906,0.57954407,0.63925564,0.5469408,0.46397698,0.6299288,0.7255347,0.614443,0.64168584,0.521509,0.41735098,0
0.37608895,0.40994933,0.84367007,0.74812806,0.6519148,0.72007227,0.58526486,0.8085063,0.664587,0.7364679,0.644223,0.47825733,0.6153562,0.6841843,0.55054677,0.70468044,0.67812127,0.46075776,0.48849127,0.60408324,0.60099506,0.7100567,0.6242729,0.58075243,0.53172374,0.63003665,0.6627604,0.6705043,0.6573774,0.47085178,0.69747674,0.7926344,0.6328582,0.7296903,0.54658693,0.580643,0
0.30489188,0.43354258,0.7358666,0.6866024,0.5195872,0.59375584,0.48585418,0.71153927,0.53391117,0.660881,0.58403337,0.33384773,0.5264534,0.5663749,0.48195133,0.5637176,0.5877292,0.45121384,0.4353998,0.5305369,0.5104308,0.6702322,0.5487512,0.548978,0.46896592,0.51142377,0.5641614,0.60264766,0.5328118,0.48089215,0.6339803,0.66151714,0.5736932,0.5975092,0.4865543,0.41208506,0
0.31132993,0.40805712,0.78751665,0.6875528,0.4947888,0.6273088,0.44733006,0.71072954,0.5128535,0.6816178,0.5610552,0.43065968,0.52140254,0.5691827,0.54580754,0.6351111,0.6466502,0.38353842,0.42266467,0.51756215,0.47933856,0.6577195,0.5269045,0.53258985,0.44277307,0.51426995,0.55644804,0.5987782,0.64731205,0.44363394,0.69023716,0.71780753,0.533127,0.64681995,0.532099,0.45305255,0
0.36227095,0.44935974,0.73104024,0.6305101,0.44549996,0.55593103,0.42168745,0.6913656,0.49138483,0.71296453,0.60002744,0.5263841,0.48271343,0.5217849,0.5297217,0.6157211,0.5632665,0.32464236,0.44200537,0.5240564,0.5083344,0.6498169,0.5254205,0.5548299,0.4226844,0.54042155,0.54548395,0.6221231,0.56926316,0.42704475,0.64494425,0.74103606,0.51461244,0.6584887,0.47877604,0.41371506,0
0.30025908,0.38531172,0.744393,0.6947696,0.5282514,0.6339713,0.4617738,0.7004361,0.50131786,0.6721595,0.5516876,0.4321565,0.53065985,0.6039259,0.47828913,0.6009084,0.59768283,0.40945545,0.43237567,0.51766324,0.5007104,0.6513661,0.5394228,0.52580327,0.48634493,0.5017523,0.5732097,0.5973823,0.5983291,0.45536563,0.6638611,0.69436395,0.5136285,0.6070632,0.5054204,0.4414284,0
0.39328086,0.5332182,0.8654448,0.76171374,0.6674433,0.710979,0.5907302,0.83188474,0.63481694,0.7887772,0.68261015,0.62251115,0.6945059,0.73737675,0.6270238,0.7593188,0.76810265,0.402549,0.486587,0.61912376,0.6544768,0.8184683,0.7112244,0.6683164,0.6066908,0.6772143,0.69234455,0.7438853,0.78393257,0.49735063,0.7915006,0.8301422,0.6455188,0.75854534,0.53522515,0.56989753,0
0.32878006,0.45872217,0.7488401,0.67702925,0.48210698,0.6117079,0.4461293,0.71844506,0.53503937,0.6998453,0.55558866,0.4336791,0.4447874,0.5009925,0.48863307,0.59161955,0.57285804,0.38253734,0.4906055,0.527602,0.5439062,0.61204565,0.5177491,0.5989851,0.43063396,0.4885993,0.5584377,0.6224269,0.56809545,0.48735803,0.640485,0.7158266,0.55097777,0.6434165,0.4800866,0.43966955,0
0.28474095,0.39192322,0.7042024,0.6315504,0.44309723,0.6105112,0.4806295,0.6346186,0.4957765,0.6562858,0.52237296,0.39210853,0.48810574,0.4978686,0.4842119,0.5461147,0.5420663,0.36220196,0.4581368,0.5298199,0.5270127,0.606058,0.48962656,0.54352057,0.44234928,0.46110678,0.5105388,0.5968891,0.5603406,0.441355,0.6318242,0.6540178,0.51604784,0.5991413,0.47969466,0.4044446,0
0.28188264,0.34781942,0.7224152,0.6536044,0.47928467,0.5541607,0.4234867,0.6828166,0.5136478,0.65722275,0.5378186,0.4167345,0.49565586,0.54599136,0.51293176,0.6063568,0.58716875,0.37868094,0.40773234,0.5060101,0.48685536,0.6500759,0.49711445,0.5115842,0.39681086,0.5293582,0.54620105,0.58544195,0.6210484,0.38847122,0.6467794,0.6899191,0.49767634,0.6498771,0.49434516,0.4177253,0
0.31665778,0.4086388,0.82305473,0.70805895,0.5437536,0.67968196,0.48481855,0.7396472,0.55334085,0.72941536,0.6428979,0.42254668,0.5448527,0.6511876,0.5474713,0.6532979,0.65629,0.46030113,0.42182034,0.6022732,0.5385576,0.6925843,0.6354659,0.58901274,0.4725992,0.55751926,0.6261102,0.6268546,0.5773975,0.46817452,0.68238515,0.73244977,0.61875296,0.6547277,0.59388506,0.46418846,0
0.31781864,0.42258924,0.682591,0.63958484,0.46163878,0.53667516,0.45894456,0.7034424,0.5618428,0.7074247,0.5326105,0.42477193,0.46521088,0.5086255,0.51495904,0.5801304,0.58027166,0.3703668,0.46108663,0.55427283,0.5049492,0.5928337,0.5212785,0.5766313,0.42808524,0.52607894,0.5270739,0.63597745,0.53087014,0.4554395,0.6081856,0.71114975,0.53250575,0.64848816,0.5139926,0.41071075,0
0.40308776,0.51122206,0.78303766,0.6957585,0.5438231,0.59669584,0.49980265,0.77180845,0.60312885,0.7836871,0.6388753,0.555252,0.5385628,0.5562226,0.57127947,0.6626287,0.67707986,0.4535673,0.50785506,0.61236906,0.60276806,0.6800791,0.5985184,0.6404087,0.5414047,0.5573653,0.60004514,0.6880895,0.6029549,0.54447186,0.7022629,0.76968026,0.5630456,0.71708465,0.5790947,0.4911095,0
0.2726038,0.4029986,0.7101785,0.6493029,0.46688145,0.5426394,0.39253575,0.66522974,0.468092,0.64591545,0.49972048,0.3540391,0.48802492,0.53481865,0.47035828,0.5924899,0.57630986,0.38076946,0.39340726,0.5445157,0.5110274,0.6154475,0.49830943,0.5119379,0.4032484,0.46473354,0.5341544,0.58664066,0.5454671,0.3851972,0.6125614,0.65279865,0.4997795,0.6110129,0.44512603,0.43613192,0
0.21934976,0.37719244,0.63116705,0.5818991,0.42349455,0.52604693,0.38362542,0.6445243,0.47633883,0.62323755,0.4753081,0.33426988,0.34889817,0.4140682,0.39853066,0.5264805,0.5038062,0.33102775,0.43910488,0.47265938,0.4524684,0.5294084,0.47114402,0.45032406,0.32911107,0.50481427,0.4788979,0.5339074,0.45504782,0.37927905,0.57467186,0.6359562,0.46882716,0.5797364,0.4343219,0.3850744,0
0.3879523,0.46462706,0.79398847,0.7250199,0.5583665,0.6783729,0.5850184,0.79382026,0.57191426,0.76105803,0.61132044,0.5229563,0.5481404,0.5814137,0.5277778,0.64712125,0.6985218,0.4185682,0.45558316,0.58559906,0.634367,0.70323026,0.63656276,0.5635002,0.5639928,0.60630167,0.5901003,0.6530794,0.639322,0.5400822,0.7290309,0.76309717,0.5927955,0.7300857,0.57381445,0.5507545,0
0.3201743,0.4664723,0.7291803,0.65184885,0.5091721,0.59158975,0.51756024,0.7119993,0.54782575,0.7057299,0.5220611,0.4218296,0.50570613,0.579296,0.4637108,0.60629576,0.6340696,0.41392353,0.4796986,0.57761437,0.5189208,0.6635852,0.59788877,0.57900286,0.4968785,0.5367253,0.58250356,0.60711706,0.567425,0.5053343,0.6615235,0.69916785,0.567431,0.6516832,0.4871863,0.46825013,0
0.33340266,0.5352376,0.79211724,0.75803363,0.6174489,0.64552385,0.5694843,0.7769841,0.6155808,0.7144918,0.65672314,0.5048169,0.56478834,0.5866246,0.53741,0.6877302,0.60671437,0.45015028,0.5058186,0.6404894,0.64051163,0.70712173,0.65010697,0.6254568,0.54999214,0.59907514,0.66568047,0.65662754,0.5798886,0.5406107,0.7198378,0.744418,0.64484173,0.6929915,0.52933455,0.50548375,0
0.28736648,0.37574658,0.74524146,0.6688156,0.47235444,0.6087594,0.45760623,0.6796057,0.52141154,0.64847827,0.5652854,0.40671515,0.49737945,0.5849436,0.53846693,0.59342694,0.55160725,0.37042236,0.38525504,0.5137568,0.4927611,0.6469527,0.49511877,0.5360626,0.4365634,0.5013372,0.58007586,0.60479176,0.5549939,0.43531477,0.64153004,0.7010172,0.55555594,0.6252666,0.49741587,0.42189217,0
0.293502,0.4033116,0.76797205,0.6836142,0.5181941,0.63573533,0.45125777,0.7041602,0.5647322,0.6892736,0.5724151,0.32706228,0.4638483,0.52917725,0.5516484,0.5451338,0.61065453,0.47767654,0.4358774,0.548519,0.521211,0.6494871,0.501496,0.5669505,0.37362915,0.50949603,0.56504047,0.5685557,0.57470614,0.42825773,0.59761107,0.66070455,0.57805,0.6050447,0.5524889,0.46385804,0
0.4348564,0.44970617,0.8279147,0.7631002,0.5516152,0.7202775,0.5857857,0.8215134,0.6057644,0.80910695,0.6777662,0.6060503,0.56450987,0.6319658,0.5942215,0.6931126,0.7019032,0.46668133,0.5732941,0.63305813,0.69199884,0.7663287,0.6906287,0.6055838,0.56511956,0.61582166,0.6281134,0.6899223,0.6536267,0.59058994,0.7737716,0.83214724,0.62537247,0.7519898,0.6164284,0.58076555,0
0.37232932,0.4849981,0.83762705,0.72512466,0.602876,0.67844164,0.57070327,0.7900229,0.6678582,0.76394737,0.6414262,0.44324416,0.6438066,0.6854281,0.5887725,0.6061382,0.72686464,0.52797055,0.47709382,0.59369403,0.54660285,0.7440589,0.65918976,0.6615229,0.506608,0.5767778,0.66724616,0.6853467,0.68851036,0.5340032,0.6785611,0.7370822,0.6355074,0.70995116,0.6133452,0.5174222,0
0.2643137,0.4260244,0.70196074,0.66397274,0.4738176,0.5539881,0.43206125,0.66505355,0.54007375,0.71727216,0.58202857,0.3550863,0.4602648,0.5255113,0.4787108,0.5547582,0.60086596,0.43216223,0.40075862,0.601682,0.47707802,0.6331032,0.47321257,0.5765902,0.40833834,0.47364908,0.58223414,0.5506134,0.52918947,0.4744983,0.6103556,0.6553325,0.5424263,0.6114237,0.5215191,0.38638794,0
0.3246105,0.41979274,0.6989332,0.65944296,0.47284535,0.5916273,0.49181262,0.69287455,0.53892666,0.6911155,0.5442296,0.4250317,0.4358468,0.47865036,0.49402013,0.5755768,0.58165264,0.3848428,0.41744125,0.58018404,0.57984257,0.59427977,0.5464642,0.49732414,0.45662007,0.5318293,0.49690324,0.59834355,0.5396827,0.48014796,0.6217132,0.6790234,0.52099377,0.6304474,0.5182292,0.45771325,0
0.36651987,0.425046,0.79497355,0.69636434,0.52692515,0.6529057,0.527309,0.7476831,0.5869859,0.7248015,0.5996022,0.50262505,0.54072505,0.63842815,0.5766062,0.5754484,0.6537036,0.39498556,0.4427827,0.5776684,0.58279055,0.71117646,0.6543479,0.5622645,0.51646966,0.58206195,0.57893974,0.664547,0.6107916,0.48243836,0.66976506,0.7721987,0.58434373,0.6760954,0.53548855,0.45221865,0
0.3200208,0.50900966,0.79082507,0.7260088,0.47061732,0.623968,0.45934892,0.7403019,0.5707549,0.77349627,0.6023229,0.4495618,0.47247732,0.61282384,0.5594366,0.6790111,0.67273337,0.4631325,0.48138714,0.6003591,0.53485405,0.6851612,0.5587865,0.6505463,0.4801138,0.5253168,0.62306136,0.6656054,0.60543716,0.5476239,0.70331514,0.7605452,0.5944513,0.70072705,0.5868243,0.45362487,0
0.3858972,0.4583955,0.7779477,0.70134705,0.58602226,0.6287951,0.51159364,0.76528394,0.6291899,0.7496426,0.6702354,0.57261235,0.5678521,0.56660837,0.6024766,0.6468782,0.59988564,0.4461972,0.5788274,0.5808001,0.59066087,0.7076304,0.5662601,0.638767,0.53723043,0.5588798,0.6627814,0.6769731,0.65642565,0.44312114,0.70276576,0.79729813,0.61021197,0.70782983,0.5572028,0.5323828,0
0.23776807,0.36609346,0.6878999,0.5866748,0.45032975,0.50360984,0.34855583,0.5733358,0.4860638,0.62568855,0.45915172,0.3622909,0.42157355,0.5014586,0.42102683,0.5259448,0.53722864,0.3513792,0.36676186,0.4726747,0.438743,0.597898,0.47963712,0.46915781,0.38918248,0.47513127,0.48236024,0.5170878,0.4907311,0.36549217,0.56116194,0.60869867,0.40953463,0.5735006,0.41682804,0.34325227,0
0.42524564,0.4665156,0.8027709,0.73113376,0.5903045,0.65070623,0.5754695,0.7852004,0.6372122,0.7783816,0.6126483,0.47416326,0.5909198,0.63189214,0.553825,0.66621727,0.6955881,0.48596486,0.5132382,0.6240552,0.5681596,0.69654864,0.66510206,0.64777106,0.59953666,0.57143563,0.6348485,0.70671904,0.62484854,0.5781719,0.7203207,0.75949717,0.6110865,0.7050429,0.6046053,0.48800978,0
0.35976875,0.47810832,0.7649501,0.7012487,0.5524024,0.6041147,0.5003026,0.7398745,0.59216875,0.7186574,0.61917365,0.43474072,0.56422657,0.6134817,0.5562531,0.68458074,0.63148624,0.39185947,0.54218453,0.5937173,0.5672047,0.67496914,0.58842075,0.6383367,0.49443847,0.57403475,0.61237615,0.6758459,0.6388174,0.44769624,0.6908905,0.7444635,0.6433702,0.6874777,0.49488416,0.50956416,0
0.30665243,0.4085834,0.7012726,0.5823913,0.4733829,0.5630645,0.4882193,0.66726947,0.52173674,0.6536824,0.48747823,0.4511949,0.49642485,0.54428047,0.47591898,0.51779276,0.59054106,0.3541581,0.41184428,0.5024807,0.51802367,0.6530628,0.53859305,0.5593343,0.4502113,0.50238335,0.51362276,0.5897939,0.58484995,0.4406986,0.6063937,0.68308204,0.50513196,0.6152137,0.4617325,0.43544436,0
0.35822648,0.43625832,0.79147005,0.73048335,0.5829683,0.62754035,0.47900558,0.7069206,0.5718556,0.7405848,0.6191992,0.36283195,0.58068144,0.6282288,0.5002609,0.6085381,0.624535,0.4507269,0.42487103,0.5591144,0.5421869,0.6944287,0.61132723,0.6002691,0.5652868,0.4862526,0.6194117,0.649494,0.5289429,0.49828094,0.64708847,0.7311088,0.60696816,0.642073,0.5477991,0.4527305,0
0.41167405,0.46681932,0.8235385,0.74451405,0.51665366,0.6617634,0.47662917,0.7866187,0.54944277,0.76847553,0.66371226,0.5229934,0.5412819,0.62429833,0.53263474,0.6456524,0.6640062,0.4625584,0.51258713,0.6305672,0.5964442,0.69626707,0.6308553,0.66247505,0.5756841,0.5713286,0.61171925,0.7111855,0.57483095,0.5730816,0.7046874,0.77689534,0.58367693,0.6958505,0.59337384,0.43200314,0
0.3393793,0.48236966,0.7174641,0.6218595,0.493095,0.53410584,0.49528337,0.7160408,0.56006473,0.73116714,0.5489528,0.47127903,0.48160192,0.51120824,0.52282524,0.592428,0.62757546,0.35935885,0.44083104,0.5688917,0.5957349,0.66223973,0.5648876,0.5921715,0.47242522,0.5584252,0.5311839,0.6372041,0.6005957,0.5203897,0.6384283,0.72079605,0.5535949,0.68200016,0.48890084,0.4549085,0
0.3217862,0.36597583,0.78499454,0.71603745,0.53551096,0.67692465,0.58826053,0.7634829,0.55610424,0.71905994,0.59832805,0.4203502,0.54619855,0.66706574,0.5396513,0.66378695,0.651357,0.4579167,0.48387393,0.5789725,0.56190616,0.7177384,0.6147599,0.56114525,0.4926742,0.5605969,0.6198081,0.6316271,0.5959074,0.47894052,0.74428225,0.7330656,0.6149423,0.70387554,0.55217063,0.51499057,0
0.29413155,0.40702868,0.6748291,0.63167506,0.45600536,0.5136947,0.4087036,0.6478928,0.50058734,0.6725342,0.4939088,0.31589922,0.42263904,0.4521587,0.48425215,0.56659997,0.54852,0.37631252,0.4014448,0.53219396,0.50591886,0.5750418,0.5112977,0.52421474,0.40810513,0.46911526,0.5067921,0.56034744,0.5094106,0.46820763,0.58820623,0.6154524,0.5332598,0.6149884,0.4885731,0.4199417,0
